play_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,td_player_name,td_player_id,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,extra_point_prob,two_point_conversion_prob,wp,home_wp,wpa,home_wp_post,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,tackle_with_assist,tackle_with_assist_1_player_id,tackle_with_assist_1_player_name,tackle_with_assist_1_team,tackle_with_assist_2_player_id,tackle_with_assist_2_player_name,tackle_with_assist_2_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,sack_player_id,sack_player_name,half_sack_1_player_id,half_sack_1_player_name,half_sack_2_player_id,half_sack_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,safety_player_name,safety_player_id,season,cp,cpoe,series,series_success,series_result,order_sequence,start_time,time_of_day,stadium,weather,nfl_api_id,play_clock,play_deleted,play_type_nfl,special_teams_play,st_play_type,end_clock_time,end_yard_line,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_game_clock_start,drive_game_clock_end,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended,away_score,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,home_coach,away_coach,stadium_id,game_stadium,aborted_play,success,passer,passer_jersey_number,rusher,rusher_jersey_number,receiver,receiver_jersey_number,pass,rush,first_down,special,play,passer_id,rusher_id,receiver_id,name,jersey_number,id,fantasy_player_name,fantasy_player_id,fantasy,fantasy_id,out_of_bounds,home_opening_kickoff,qb_epa
928,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,,,2024-01-28,0.0,900.0,2700.0,Half1,1,4.0,0,1,,0,00:00,DET 33,0,75.0,END QUARTER 1,,,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,3.0,3.0,0,14,0.0,14.0,-14.0,0.0,14.0,-14.0,0.0,0.0,0.244742929935455,0.244742929935455,0.0,0.244742929935455,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2023,,,15,1,First down,928,"1/28/24, 18:41:17",,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,END_QUARTER,0,,,,4,Touchdown,2024-01-29T00:12:14.967Z,8.0,3:45,4.0,1.0,1.0,1.0,2.0,0.0,KICKOFF,TOUCHDOWN,02:34,13:49,SF 25,DET 2,784.0,1028.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,,,,,0,0,,0,0,,,,,,,,,,,0,0,0.0
948,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,33.0,2024-01-28,900.0,900.0,2700.0,Half1,0,4.0,0,2,1.0,0,15:00,DET 33,10,75.0,"(15:00) (Shotgun) 13-B.Purdy pass short left to 23-C.McCaffrey pushed ob at DET 5 for 28 yards (31-K.Joseph, 32-B.Branch).",pass,28.0,1,0,1.0,0,0,0,short,left,-1.0,29.0,,,,,,,3,3,0.0,,,,,3.0,3.0,0,14,0.0,14.0,-14.0,0.0,14.0,-14.0,0.0,0.0,0.244742929935455,0.244742929935455,0.0244221687316895,0.269165098667145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,28.0,00-0033280,C.McCaffrey,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0039141,B.Branch,DET,,,,,,,,,,1.0,00-0037667,K.Joseph,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.865907609462738,13.4092390537262,15,1,First down,948,"1/28/24, 18:41:17",2024-01-29T00:18:37.117Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T00:18:49.193Z,,4,Touchdown,2024-01-29T00:12:14.967Z,8.0,3:45,4.0,1.0,1.0,1.0,2.0,0.0,KICKOFF,TOUCHDOWN,02:34,13:49,SF 25,DET 2,784.0,1028.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,B.Purdy,13.0,,,C.McCaffrey,23.0,1,0,1.0,0,1,00-0037834,,00-0033280,B.Purdy,13.0,00-0037834,C.McCaffrey,00-0033280,C.McCaffrey,00-0033280,1,0,2.01923329383135
978,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,5.0,2024-01-28,870.0,870.0,2670.0,Half1,0,4.0,0,2,1.0,1,14:30,DET 5,5,75.0,(14:30) 44-K.Juszczyk up the middle to DET 2 for 3 yards (44-M.Rodriguez).,run,3.0,0,0,0.0,0,0,0,,,,,middle,,,,,,3,3,0.0,,,,,3.0,3.0,0,14,0.0,14.0,-14.0,0.0,14.0,-14.0,0.0,0.0,0.269165098667145,0.269165098667145,0.0077442526817321,0.276909351348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0029892,K.Juszczyk,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0037289,,M.Rodriguez,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,16,1,Touchdown,978,"1/28/24, 18:41:17",2024-01-29T00:19:25.563Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T00:19:28.777Z,,4,Touchdown,2024-01-29T00:12:14.967Z,8.0,3:45,4.0,1.0,1.0,1.0,2.0,0.0,KICKOFF,TOUCHDOWN,02:34,13:49,SF 25,DET 2,784.0,1028.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,K.Juszczyk,44.0,,,0,1,0.0,0,1,,00-0029892,,K.Juszczyk,44.0,00-0029892,K.Juszczyk,00-0029892,K.Juszczyk,00-0029892,0,0,0.0966931951115839
1005,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,2.0,2024-01-28,832.0,832.0,2632.0,Half1,0,4.0,1,2,2.0,1,13:52,DET 2,2,75.0,"(13:52) 23-C.McCaffrey up the middle for 2 yards, TOUCHDOWN.",run,2.0,0,0,0.0,0,0,0,,,,,middle,,,,,,3,3,0.0,,SF,C.McCaffrey,00-0033280,3.0,3.0,6,14,0.0,14.0,-14.0,6.0,14.0,-8.0,0.0,0.0,0.276909351348877,0.276909351348877,0.057723293356883,0.33463264470576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0033280,C.McCaffrey,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,16,1,Touchdown,1005,"1/28/24, 18:41:17",2024-01-29T00:20:03.477Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T00:20:06.413Z,,4,Touchdown,2024-01-29T00:12:14.967Z,8.0,3:45,4.0,1.0,1.0,1.0,2.0,0.0,KICKOFF,TOUCHDOWN,02:34,13:49,SF 25,DET 2,784.0,1028.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,C.McCaffrey,23.0,,,0,1,1.0,0,1,,00-0033280,,C.McCaffrey,23.0,00-0033280,C.McCaffrey,00-0033280,C.McCaffrey,00-0033280,0,0,1.04731702740537
1028,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,15.0,2024-01-28,829.0,829.0,2629.0,Half1,0,4.0,1,2,,0,13:49,DET 15,0,75.0,"4-J.Moody extra point is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky.",extra_point,0.0,0,0,0.0,0,0,0,,,,,,,,33.0,good,,3,3,0.0,,,,,3.0,3.0,7,14,6.0,14.0,-8.0,7.0,14.0,-7.0,0.932426996892367,0.0,0.33463264470576,0.33463264470576,0.0027245783281451,0.337357223033905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Moody,00-0038562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,16,1,Touchdown,1028,"1/28/24, 18:41:17",2024-01-29T00:20:43Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,XP_KICK,1,,,,4,Touchdown,2024-01-29T00:12:14.967Z,8.0,3:45,4.0,1.0,1.0,1.0,2.0,0.0,KICKOFF,TOUCHDOWN,02:34,13:49,SF 25,DET 2,784.0,1028.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,,,,,0,0,0.0,1,0,,,,,,,,,,,0,0,0.0675730031076331
1043,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,SF,35.0,2024-01-28,829.0,829.0,2629.0,Half1,0,5.0,0,2,,0,13:49,SF 35,0,29.0,"4-J.Moody kicks 65 yards from SF 35 to end zone, Touchback.",kickoff,0.0,0,0,0.0,0,0,0,,,,,,,,65.0,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.662642776966095,0.337357223033905,0.0,0.337357223033905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Moody,00-0038562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,17,1,First down,1043,"1/28/24, 18:41:17",2024-01-29T00:23:51.607Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,KICK_OFF,1,,2024-01-29T00:23:55.727Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,,,,,0,0,0.0,1,0,,,,,,,,,,,0,0,0.0
1066,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,DET,75.0,2024-01-28,829.0,829.0,2629.0,Half1,0,5.0,0,2,1.0,0,13:49,DET 25,10,29.0,(13:49) 5-D.Montgomery right tackle to DET 39 for 14 yards (27-J.Brown).,run,14.0,0,0,0.0,0,0,0,,,,,right,tackle,,,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.662642776966095,0.337357223033905,0.0346792340278626,0.302677989006043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0035685,D.Montgomery,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,00-0038554,,J.Brown,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,17,1,First down,1066,"1/28/24, 18:41:17",2024-01-29T00:24:36.850Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T00:24:41.857Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,D.Montgomery,5.0,,,0,1,1.0,0,1,,00-0035685,,D.Montgomery,5.0,00-0035685,D.Montgomery,00-0035685,D.Montgomery,00-0035685,0,0,0.844451530370861
1088,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,DET,61.0,2024-01-28,793.0,793.0,2593.0,Half1,0,5.0,0,2,1.0,0,13:13,DET 39,10,29.0,(13:13) 70-D.Skipper reported in as eligible. 16-J.Goff pass incomplete deep middle to 8-J.Reynolds [97-N.Bosa].,pass,0.0,0,0,1.0,0,0,0,deep,middle,36.0,,,,,,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.697322010993958,0.302677989006043,-0.0156998038291931,0.318377792835236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0033106,J.Goff,,00-0033943,J.Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0035717,N.Bosa,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.315683305263519,-31.5683305263519,18,1,First down,1088,"1/28/24, 18:41:17",2024-01-29T00:25:13.353Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T00:25:20.593Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,J.Goff,16.0,,,J.Reynolds,8.0,1,0,0.0,0,1,00-0033106,,00-0033943,J.Goff,16.0,00-0033106,J.Reynolds,00-0033943,J.Reynolds,00-0033943,0,0,-0.492964731995016
1122,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,DET,61.0,2024-01-28,786.0,786.0,2586.0,Half1,0,5.0,0,2,2.0,0,13:06,DET 39,10,29.0,(13:06) (Shotgun) 16-J.Goff pass incomplete short middle to 14-A.St. Brown (54-F.Warner).,pass,0.0,1,0,1.0,0,0,0,short,middle,9.0,,,,,,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.681622207164764,0.318377792835236,-0.0184429883956909,0.336820781230927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0033106,J.Goff,,00-0036963,A.St. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,00-0034815,F.Warner,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.73766964673996,-73.766964673996,18,1,First down,1122,"1/28/24, 18:41:17",2024-01-29T00:25:56.197Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T00:26:00.900Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,J.Goff,16.0,,,A.St. Brown,14.0,1,0,0.0,0,1,00-0033106,,00-0036963,J.Goff,16.0,00-0033106,A.St. Brown,00-0036963,A.St. Brown,00-0036963,0,0,-0.807252774015069
1145,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,DET,61.0,2024-01-28,781.0,781.0,2581.0,Half1,0,5.0,0,2,3.0,0,13:01,DET 39,10,29.0,(13:01) (Shotgun) 16-J.Goff pass short left to 14-A.St. Brown to 50 for 11 yards (2-D.Lenoir; 27-J.Brown).,pass,11.0,1,0,1.0,0,0,0,short,left,6.0,5.0,,,,,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.663179218769074,0.336820781230927,0.0477486848831177,0.289072096347809,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00-0033106,J.Goff,11.0,00-0036963,A.St. Brown,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0036563,D.Lenoir,SF,00-0038554,J.Brown,SF,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.700782179832459,29.9217820167542,18,1,First down,1145,"1/28/24, 18:41:17",2024-01-29T00:26:36.503Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T00:26:41.710Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,J.Goff,16.0,,,A.St. Brown,14.0,1,0,1.0,0,1,00-0033106,,00-0036963,J.Goff,16.0,00-0033106,A.St. Brown,00-0036963,A.St. Brown,00-0036963,0,0,2.05797010054812
1170,2023_21_DET_SF,SF,DET,POST,21,DET,away,SF,50,50.0,2024-01-28,743.0,743.0,2543.0,Half1,0,5.0,0,2,1.0,0,12:23,MID 50,10,29.0,(12:23) 5-D.Montgomery right tackle to 50 for no gain (31-T.Gipson).,run,0.0,0,0,0.0,0,0,0,,,,,right,tackle,,,,,3,3,0.0,,,,,3.0,3.0,7,14,14.0,7.0,7.0,14.0,7.0,7.0,0.0,0.0,0.710927903652191,0.289072096347809,-0.0153020620346069,0.304374158382416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0035685,D.Montgomery,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,00-0028924,,T.Gipson,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,19,0,Punt,1170,"1/28/24, 18:41:17",2024-01-29T00:27:13.573Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T00:27:17.477Z,,5,Punt,2024-01-29T00:23:51.607Z,7.0,3:32,2.0,0.0,0.0,2.0,2.0,0.0,KICKOFF,PUNT,13:49,10:17,DET 25,SF 46,1043.0,1237.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,D.Montgomery,5.0,,,0,1,0.0,0,1,,00-0035685,,D.Montgomery,5.0,00-0035685,D.Montgomery,00-0035685,D.Montgomery,00-0035685,0,0,-0.471190991578624
