play_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,td_player_name,td_player_id,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,extra_point_prob,two_point_conversion_prob,wp,home_wp,wpa,home_wp_post,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,tackle_with_assist,tackle_with_assist_1_player_id,tackle_with_assist_1_player_name,tackle_with_assist_1_team,tackle_with_assist_2_player_id,tackle_with_assist_2_player_name,tackle_with_assist_2_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,sack_player_id,sack_player_name,half_sack_1_player_id,half_sack_1_player_name,half_sack_2_player_id,half_sack_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,safety_player_name,safety_player_id,season,cp,cpoe,series,series_success,series_result,order_sequence,start_time,time_of_day,stadium,weather,nfl_api_id,play_clock,play_deleted,play_type_nfl,special_teams_play,st_play_type,end_clock_time,end_yard_line,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_game_clock_start,drive_game_clock_end,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended,away_score,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,home_coach,away_coach,stadium_id,game_stadium,aborted_play,success,passer,passer_jersey_number,rusher,rusher_jersey_number,receiver,receiver_jersey_number,pass,rush,first_down,special,play,passer_id,rusher_id,receiver_id,name,jersey_number,id,fantasy_player_name,fantasy_player_id,fantasy,fantasy_id,out_of_bounds,home_opening_kickoff,qb_epa
3215,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,SF,62.0,2024-01-28,44.0,944.0,944.0,Half2,0,17.0,0,3,2.0,0,00:44,SF 38,2,65.0,(:44) 23-C.McCaffrey left guard to SF 44 for 6 yards (44-M.Rodriguez).,run,6.0,0,0,0.0,0,0,0,,,,,left,guard,,,,,3,3,0.0,,,,,3.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.598177850246429,0.598177850246429,0.0047789216041564,0.602956771850586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0033280,C.McCaffrey,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0037289,,M.Rodriguez,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,48,1,First down,3215,"1/28/24, 18:41:17",2024-01-29T02:05:14.587Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T02:05:18.693Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,C.McCaffrey,23.0,,,0,1,1.0,0,1,,00-0033280,,C.McCaffrey,23.0,00-0033280,C.McCaffrey,00-0033280,C.McCaffrey,00-0033280,0,0,0.292884550523013
3237,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,,,2024-01-28,0.0,900.0,900.0,Half2,1,17.0,0,3,,0,00:00,SF 44,0,65.0,END QUARTER 3,,,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,3.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.602956771850586,0.602956771850586,0.0,0.602956771850586,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2023,,,49,1,First down,3237,"1/28/24, 18:41:17",,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,END_QUARTER,0,,,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,,,,,0,0,,0,0,,,,,,,,,,,0,0,0.0
3257,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,SF,56.0,2024-01-28,900.0,900.0,900.0,Half2,0,17.0,0,4,1.0,0,15:00,SF 44,10,65.0,(15:00) (Shotgun) 13-B.Purdy pass short right to 19-D.Samuel to SF 45 for 1 yard (29-K.Vildor).,pass,1.0,1,0,1.0,0,0,0,short,right,-3.0,4.0,,,,,,,3,3,0.0,,,,,3.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.602956771850586,0.602956771850586,-0.024281919002533,0.578674852848053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,1.0,00-0035719,D.Samuel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0036307,,K.Vildor,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.878475546836853,12.1524453163147,49,1,First down,3257,"1/28/24, 18:41:17",2024-01-29T02:08:49.270Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T02:08:53.740Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,B.Purdy,13.0,,,D.Samuel,19.0,1,0,0.0,0,1,00-0037834,,00-0035719,B.Purdy,13.0,00-0037834,D.Samuel,00-0035719,D.Samuel,00-0035719,0,0,-0.541649598628283
3282,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,SF,55.0,2024-01-28,859.0,859.0,859.0,Half2,0,17.0,0,4,2.0,0,14:19,SF 45,9,65.0,"(14:19) (Shotgun) 13-B.Purdy pass deep left to 85-G.Kittle pushed ob at DET 27 for 28 yards (6-I.Melifonwu, 31-K.Joseph).",pass,28.0,1,0,1.0,0,0,0,deep,left,16.0,12.0,,,,,,,3,3,0.0,,,,,3.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.578674852848053,0.578674852848053,0.0935640931129456,0.672238945960999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,28.0,00-0033288,G.Kittle,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0037667,K.Joseph,DET,,,,,,,,,,1.0,00-0036993,I.Melifonwu,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.5828937292099,41.71062707901,49,1,First down,3282,"1/28/24, 18:41:17",2024-01-29T02:09:30.777Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T02:09:38.937Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,B.Purdy,13.0,,,G.Kittle,85.0,1,0,1.0,0,1,00-0037834,,00-0033288,B.Purdy,13.0,00-0037834,G.Kittle,00-0033288,G.Kittle,00-0033288,1,0,2.32384277088568
3312,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,27.0,2024-01-28,819.0,819.0,819.0,Half2,0,17.0,0,4,1.0,0,13:39,DET 27,10,65.0,(13:39) 23-C.McCaffrey left tackle to DET 23 for 4 yards (46-J.Campbell; 91-L.Onwuzurike).,run,4.0,0,0,0.0,0,0,0,,,,,left,tackle,,,,,3,3,0.0,,,,,3.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.672238945960999,0.672238945960999,0.0027584433555603,0.674997389316559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,00-0033280,C.McCaffrey,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0039018,J.Campbell,DET,00-0036954,L.Onwuzurike,DET,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,50,1,First down,3312,"1/28/24, 18:41:17",2024-01-29T02:10:13.553Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T02:10:17.927Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,C.McCaffrey,23.0,,,0,1,0.0,0,1,,00-0033280,,C.McCaffrey,23.0,00-0033280,C.McCaffrey,00-0033280,C.McCaffrey,00-0033280,0,0,-0.116985657659825
3346,2023_21_DET_SF,SF,DET,POST,21,,,,,,2024-01-28,777.0,777.0,777.0,Half2,0,17.0,0,4,,0,12:57,DET 23,0,65.0,Timeout #1 by SF at 12:57.,no_play,0.0,0,0,0.0,0,0,0,,,,,,,,,,,2,3,1.0,SF,,,,,,24,24,,,,,,,0.0,0.0,0.674997389316559,0.674997389316559,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,50,1,First down,3323,"1/28/24, 18:41:17",2024-01-29T02:10:57Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,TIMEOUT,0,,,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,,,,,,,0,0,0.0,0,0,,,,,,,,,,,0,0,0.0
3334,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,23.0,2024-01-28,777.0,777.0,777.0,Half2,0,17.0,0,4,2.0,0,12:57,DET 23,6,65.0,(12:57) (Shotgun) 13-B.Purdy scrambles up the middle to DET 13 for 10 yards (32-B.Branch).,run,10.0,1,0,1.0,0,0,1,,,,,middle,,,,,,2,3,0.0,,,,,2.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.674997389316559,0.674997389316559,0.0212134122848511,0.69621080160141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0037834,B.Purdy,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0039141,,B.Branch,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,50,1,First down,3334,"1/28/24, 18:41:17",2024-01-29T02:11:48.383Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,RUSH,0,,2024-01-29T02:11:55.090Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,B.Purdy,13.0,,13.0,,,1,0,1.0,0,1,00-0037834,,,B.Purdy,13.0,00-0037834,B.Purdy,00-0037834,B.Purdy,00-0037834,0,0,0.864903450303245
3363,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,13.0,2024-01-28,730.0,730.0,730.0,Half2,0,17.0,0,4,1.0,0,12:10,DET 13,10,65.0,(12:10) 13-B.Purdy sacked at DET 20 for -7 yards (sack split by 92-T.Alualu and 6-I.Melifonwu).,pass,-7.0,0,0,1.0,0,0,0,,,,,,,,,,,2,3,0.0,,,,,2.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.69621080160141,0.69621080160141,-0.0415782928466797,0.65463250875473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027862,T.Alualu,00-0036993,I.Melifonwu,,,,,,,,,,,,,00-0027862,T.Alualu,DET,00-0036993,I.Melifonwu,DET,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0027862,T.Alualu,00-0036993,I.Melifonwu,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,51,0,Field goal,3363,"1/28/24, 18:41:17",2024-01-29T02:12:34.797Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,SACK,0,,2024-01-29T02:12:40.600Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,B.Purdy,13.0,,,,,1,0,0.0,0,1,00-0037834,,,B.Purdy,13.0,00-0037834,,,,,0,0,-1.53844760294305
3383,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,20.0,2024-01-28,684.0,684.0,684.0,Half2,0,17.0,0,4,2.0,0,11:24,DET 20,17,65.0,(11:24) (Shotgun) 13-B.Purdy sacked at DET 22 for -2 yards (54-A.McNeill).,pass,-2.0,1,0,1.0,0,0,0,,,,,,,,,,,2,3,0.0,,,,,2.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.65463250875473,0.65463250875473,-0.0327869057655334,0.621845602989197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0036624,A.McNeill,,,00-0036624,A.McNeill,,,,,,,,,DET,,00-0036624,,A.McNeill,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,00-0036624,A.McNeill,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,51,0,Field goal,3383,"1/28/24, 18:41:17",2024-01-29T02:13:20.707Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,SACK,0,,2024-01-29T02:13:25.390Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,B.Purdy,13.0,,,,,1,0,0.0,0,1,00-0037834,,,B.Purdy,13.0,00-0037834,,,,,0,0,-0.519306677975692
3403,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,22.0,2024-01-28,641.0,641.0,641.0,Half2,0,17.0,0,4,3.0,0,10:41,DET 22,19,65.0,(10:41) (Shotgun) 13-B.Purdy pass short middle to 19-D.Samuel to DET 15 for 7 yards (44-M.Rodriguez).,pass,7.0,1,0,1.0,0,0,0,short,middle,-1.0,8.0,,,,,,,2,3,0.0,,,,,2.0,3.0,24,24,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.621845602989197,0.621845602989197,-0.0534552335739136,0.568390369415283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0037834,B.Purdy,7.0,00-0035719,D.Samuel,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0037289,,M.Rodriguez,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,0.822482407093048,17.7517592906952,51,0,Field goal,3403,"1/28/24, 18:41:17",2024-01-29T02:14:03.450Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,PASS,0,,2024-01-29T02:14:10.760Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,0.0,B.Purdy,13.0,,,D.Samuel,19.0,1,0,0.0,0,1,00-0037834,,00-0035719,B.Purdy,13.0,00-0037834,D.Samuel,00-0035719,D.Samuel,00-0035719,0,0,-0.180462456021369
3428,2023_21_DET_SF,SF,DET,POST,21,SF,home,DET,DET,15.0,2024-01-28,596.0,596.0,596.0,Half2,0,17.0,1,4,4.0,0,09:56,DET 15,12,65.0,"(9:56) 4-J.Moody 33 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky.",field_goal,0.0,0,0,0.0,0,0,0,,,,,,,made,33.0,,,2,3,0.0,,,,,2.0,3.0,27,24,24.0,24.0,0.0,27.0,24.0,3.0,0.0,0.0,0.568390369415283,0.568390369415283,0.0830138027667999,0.651404172182083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Moody,00-0038562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2023,,,51,0,Field goal,3428,"1/28/24, 18:41:17",2024-01-29T02:14:48.863Z,Levi's® Stadium,"Cloudy Temp: 69° F, Humidity: 55%, Wind: NW 5 mph",0d08ffe4-b342-11ee-aec3-7d8f81bc70be,0,0,FIELD_GOAL,0,,2024-01-29T02:14:52.717Z,,17,Field goal,2024-01-29T02:03:51.473Z,11.0,7:09,4.0,1.0,1.0,3.0,4.0,0.0,PUNT,FIELD_GOAL,02:01,09:52,SF 20,DET 15,3156.0,3428.0,31,34,Home,3,65,7.5,52.5,0,outdoors,grass,69.0,5.0,Kyle Shanahan,Dan Campbell,SFO01,Levi's Stadium,0,1.0,,,,,,,0,0,0.0,1,0,,,,,,,,,,,0,0,0.254364667930086
